CA,Year,Month,Time_ID,Crime_Category,Crime_Count,Crime_Rate,,pop
1,2016,11,2016-11,Public Order Crimes,5,0.090296389,,55373.2
1,2016,11,2016-11,Sex-Related Crimes,8,0.144474222,,55373.2
1,2016,11,2016-11,Violent Crimes,92,1.661453555,,55373.2
1,2016,12,2016-12,Drug-Related Crimes,3,0.054177833,,55373.2
1,2016,12,2016-12,Financial Crimes,24,0.433422667,,55373.2
1,2016,12,2016-12,Other Crimes,19,0.343126278,,55373.2
1,2016,12,2016-12,Property Crimes,115,2.076816944,,55373.2
1,2016,12,2016-12,Public Order Crimes,2,0.036118556,,55373.2
1,2016,12,2016-12,Sex-Related Crimes,7,0.126414944,,55373.2
1,2016,12,2016-12,Violent Crimes,87,1.571157166,,55373.2
1,2017,1,2017-01,Drug-Related Crimes,4,0.072154107,,55436.9
1,2017,1,2017-01,Financial Crimes,21,0.37880906,,55436.9
1,2017,1,2017-01,Other Crimes,16,0.288616427,,55436.9
1,2017,1,2017-01,Property Crimes,160,2.88616427,,55436.9
1,2017,1,2017-01,Public Order Crimes,5,0.090192633,,55436.9
1,2017,1,2017-01,Sex-Related Crimes,13,0.234500847,,55436.9
1,2017,1,2017-01,Violent Crimes,74,1.334850975,,55436.9
1,2017,2,2017-02,Drug-Related Crimes,4,0.072154107,,55436.9
1,2017,2,2017-02,Financial Crimes,31,0.559194327,,55436.9
1,2017,2,2017-02,Other Crimes,14,0.252539374,,55436.9
1,2017,2,2017-02,Property Crimes,145,2.615586369,,55436.9
1,2017,2,2017-02,Public Order Crimes,4,0.072154107,,55436.9
1,2017,2,2017-02,Sex-Related Crimes,9,0.16234674,,55436.9
1,2017,2,2017-02,Violent Crimes,89,1.605428875,,55436.9
1,2017,3,2017-03,Drug-Related Crimes,9,0.16234674,,55436.9
1,2017,3,2017-03,Financial Crimes,15,0.2705779,,55436.9
1,2017,3,2017-03,Other Crimes,17,0.306654954,,55436.9
1,2017,3,2017-03,Property Crimes,162,2.922241323,,55436.9
1,2017,3,2017-03,Public Order Crimes,5,0.090192633,,55436.9
1,2017,3,2017-03,Sex-Related Crimes,9,0.16234674,,55436.9
1,2017,3,2017-03,Violent Crimes,76,1.370928028,,55436.9
1,2017,4,2017-04,Drug-Related Crimes,9,0.16234674,,55436.9
1,2017,4,2017-04,Financial Crimes,28,0.505078747,,55436.9
1,2017,4,2017-04,Other Crimes,26,0.469001694,,55436.9
1,2017,4,2017-04,Property Crimes,156,2.814010163,,55436.9
1,2017,4,2017-04,Public Order Crimes,5,0.090192633,,55436.9
1,2017,4,2017-04,Sex-Related Crimes,8,0.144308213,,55436.9
1,2017,4,2017-04,Violent Crimes,105,1.894045302,,55436.9
1,2017,5,2017-05,Drug-Related Crimes,5,0.090192633,,55436.9
1,2017,5,2017-05,Financial Crimes,29,0.523117274,,55436.9
1,2017,5,2017-05,Other Crimes,27,0.487040221,,55436.9
1,2017,5,2017-05,Property Crimes,212,3.824167657,,55436.9
1,2017,5,2017-05,Public Order Crimes,4,0.072154107,,55436.9
1,2017,5,2017-05,Sex-Related Crimes,6,0.10823116,,55436.9
1,2017,5,2017-05,Violent Crimes,88,1.587390348,,55436.9
1,2017,6,2017-06,Drug-Related Crimes,4,0.072154107,,55436.9
1,2017,6,2017-06,Financial Crimes,16,0.288616427,,55436.9
1,2017,6,2017-06,Other Crimes,24,0.43292464,,55436.9
1,2017,6,2017-06,Property Crimes,202,3.64378239,,55436.9
1,2017,6,2017-06,Public Order Crimes,4,0.072154107,,55436.9
1,2017,6,2017-06,Sex-Related Crimes,6,0.10823116,,55436.9
1,2017,6,2017-06,Violent Crimes,95,1.713660035,,55436.9
1,2017,7,2017-07,Drug-Related Crimes,6,0.10823116,,55436.9
1,2017,7,2017-07,Financial Crimes,23,0.414886114,,55436.9
1,2017,7,2017-07,Other Crimes,17,0.306654954,,55436.9
1,2017,7,2017-07,Property Crimes,237,4.275130824,,55436.9
1,2017,7,2017-07,Public Order Crimes,9,0.16234674,,55436.9
1,2017,7,2017-07,Sex-Related Crimes,7,0.126269687,,55436.9
1,2017,7,2017-07,Violent Crimes,116,2.092469095,,55436.9
1,2017,8,2017-08,Drug-Related Crimes,8,0.144308213,,55436.9
1,2017,8,2017-08,Financial Crimes,25,0.450963167,,55436.9
1,2017,8,2017-08,Other Crimes,20,0.360770534,,55436.9
1,2017,8,2017-08,Property Crimes,223,4.022591451,,55436.9
1,2017,8,2017-08,Public Order Crimes,5,0.090192633,,55436.9
1,2017,8,2017-08,Sex-Related Crimes,10,0.180385267,,55436.9
1,2017,8,2017-08,Violent Crimes,96,1.731698562,,55436.9
1,2017,9,2017-09,Drug-Related Crimes,2,0.036077053,,55436.9
1,2017,9,2017-09,Financial Crimes,25,0.450963167,,55436.9
1,2017,9,2017-09,Other Crimes,15,0.2705779,,55436.9
1,2017,9,2017-09,Property Crimes,199,3.58966681,,55436.9
1,2017,9,2017-09,Public Order Crimes,6,0.10823116,,55436.9
1,2017,9,2017-09,Sex-Related Crimes,3,0.05411558,,55436.9
1,2017,9,2017-09,Violent Crimes,108,1.948160882,,55436.9
1,2017,10,2017-10,Drug-Related Crimes,10,0.180385267,,55436.9
1,2017,10,2017-10,Financial Crimes,18,0.32469348,,55436.9
1,2017,10,2017-10,Other Crimes,17,0.306654954,,55436.9
1,2017,10,2017-10,Property Crimes,240,4.329246404,,55436.9
1,2017,10,2017-10,Public Order Crimes,6,0.10823116,,55436.9
1,2017,10,2017-10,Sex-Related Crimes,10,0.180385267,,55436.9
1,2017,10,2017-10,Violent Crimes,107,1.930122355,,55436.9
1,2017,11,2017-11,Drug-Related Crimes,6,0.10823116,,55436.9
1,2017,11,2017-11,Financial Crimes,23,0.414886114,,55436.9
1,2017,11,2017-11,Other Crimes,17,0.306654954,,55436.9
1,2017,11,2017-11,Property Crimes,199,3.58966681,,55436.9
1,2017,11,2017-11,Public Order Crimes,5,0.090192633,,55436.9
1,2017,11,2017-11,Sex-Related Crimes,7,0.126269687,,55436.9
1,2017,11,2017-11,Violent Crimes,109,1.966199409,,55436.9
1,2017,12,2017-12,Drug-Related Crimes,2,0.036077053,,55436.9
1,2017,12,2017-12,Financial Crimes,24,0.43292464,,55436.9
1,2017,12,2017-12,Other Crimes,13,0.234500847,,55436.9
1,2017,12,2017-12,Property Crimes,148,2.669701949,,55436.9
1,2017,12,2017-12,Public Order Crimes,8,0.144308213,,55436.9
1,2017,12,2017-12,Sex-Related Crimes,11,0.198423794,,55436.9
1,2017,12,2017-12,Violent Crimes,86,1.551313295,,55436.9
1,2018,1,2018-01,Drug-Related Crimes,6,0.108106939,,55500.6
1,2018,1,2018-01,Financial Crimes,22,0.396392111,,55500.6
1,2018,1,2018-01,Other Crimes,18,0.324320818,,55500.6
1,2018,1,2018-01,Property Crimes,133,2.39637049,,55500.6
1,2018,1,2018-01,Public Order Crimes,5,0.090089116,,55500.6
1,2018,1,2018-01,Sex-Related Crimes,10,0.180178232,,55500.6
1,2018,1,2018-01,Violent Crimes,90,1.621604091,,55500.6
1,2018,2,2018-02,Drug-Related Crimes,2,0.036035646,,55500.6
1,2018,2,2018-02,Financial Crimes,13,0.234231702,,55500.6
1,2018,2,2018-02,Other Crimes,13,0.234231702,,55500.6
1,2018,2,2018-02,Property Crimes,109,1.963942732,,55500.6
1,2018,2,2018-02,Public Order Crimes,5,0.090089116,,55500.6
1,2018,2,2018-02,Sex-Related Crimes,10,0.180178232,,55500.6
1,2018,2,2018-02,Violent Crimes,98,1.765746677,,55500.6
1,2018,3,2018-03,Drug-Related Crimes,3,0.05405347,,55500.6
1,2018,3,2018-03,Financial Crimes,21,0.378374288,,55500.6
1,2018,3,2018-03,Other Crimes,18,0.324320818,,55500.6
1,2018,3,2018-03,Property Crimes,160,2.882851717,,55500.6
1,2018,3,2018-03,Public Order Crimes,3,0.05405347,,55500.6
1,2018,3,2018-03,Sex-Related Crimes,7,0.126124763,,55500.6
1,2018,3,2018-03,Violent Crimes,102,1.83781797,,55500.6
1,2018,4,2018-04,Drug-Related Crimes,7,0.126124763,,55500.6
1,2018,4,2018-04,Financial Crimes,22,0.396392111,,55500.6
1,2018,4,2018-04,Non-Criminal,1,0.018017823,,55500.6
1,2018,4,2018-04,Other Crimes,13,0.234231702,,55500.6
1,2018,4,2018-04,Property Crimes,118,2.126103141,,55500.6
1,2018,4,2018-04,Public Order Crimes,6,0.108106939,,55500.6
1,2018,4,2018-04,Sex-Related Crimes,11,0.198196056,,55500.6
1,2018,4,2018-04,Violent Crimes,86,1.549532798,,55500.6
1,2018,5,2018-05,Drug-Related Crimes,2,0.036035646,,55500.6
1,2018,5,2018-05,Financial Crimes,21,0.378374288,,55500.6
1,2018,5,2018-05,Other Crimes,19,0.342338641,,55500.6
1,2018,5,2018-05,Property Crimes,174,3.135101242,,55500.6
1,2018,5,2018-05,Public Order Crimes,5,0.090089116,,55500.6
1,2018,5,2018-05,Sex-Related Crimes,6,0.108106939,,55500.6
1,2018,5,2018-05,Violent Crimes,84,1.513497151,,55500.6
1,2018,6,2018-06,Drug-Related Crimes,8,0.144142586,,55500.6
1,2018,6,2018-06,Financial Crimes,23,0.414409934,,55500.6
1,2018,6,2018-06,Other Crimes,22,0.396392111,,55500.6
1,2018,6,2018-06,Property Crimes,173,3.117083419,,55500.6
1,2018,6,2018-06,Public Order Crimes,10,0.180178232,,55500.6
1,2018,6,2018-06,Sex-Related Crimes,9,0.162160409,,55500.6
1,2018,6,2018-06,Violent Crimes,99,1.7837645,,55500.6
1,2018,7,2018-07,Drug-Related Crimes,9,0.162160409,,55500.6
1,2018,7,2018-07,Financial Crimes,20,0.360356465,,55500.6
1,2018,7,2018-07,Other Crimes,20,0.360356465,,55500.6
1,2018,7,2018-07,Property Crimes,208,3.747707232,,55500.6
1,2018,7,2018-07,Public Order Crimes,6,0.108106939,,55500.6
1,2018,7,2018-07,Sex-Related Crimes,5,0.090089116,,55500.6
1,2018,7,2018-07,Violent Crimes,132,2.378352666,,55500.6
1,2018,8,2018-08,Drug-Related Crimes,13,0.234231702,,55500.6
1,2018,8,2018-08,Financial Crimes,28,0.50449905,,55500.6
1,2018,8,2018-08,Other Crimes,17,0.306302995,,55500.6
1,2018,8,2018-08,Property Crimes,233,4.198152813,,55500.6
1,2018,8,2018-08,Public Order Crimes,5,0.090089116,,55500.6
1,2018,8,2018-08,Sex-Related Crimes,10,0.180178232,,55500.6
1,2018,8,2018-08,Violent Crimes,98,1.765746677,,55500.6
1,2018,9,2018-09,Drug-Related Crimes,4,0.072071293,,55500.6
1,2018,9,2018-09,Financial Crimes,13,0.234231702,,55500.6
1,2018,9,2018-09,Other Crimes,20,0.360356465,,55500.6
1,2018,9,2018-09,Property Crimes,195,3.51347553,,55500.6
1,2018,9,2018-09,Public Order Crimes,3,0.05405347,,55500.6
1,2018,9,2018-09,Sex-Related Crimes,11,0.198196056,,55500.6
1,2018,9,2018-09,Violent Crimes,106,1.909889262,,55500.6
1,2018,10,2018-10,Drug-Related Crimes,7,0.126124763,,55500.6
1,2018,10,2018-10,Financial Crimes,20,0.360356465,,55500.6
1,2018,10,2018-10,Other Crimes,21,0.378374288,,55500.6
1,2018,10,2018-10,Property Crimes,175,3.153119065,,55500.6
1,2018,10,2018-10,Public Order Crimes,4,0.072071293,,55500.6
1,2018,10,2018-10,Sex-Related Crimes,14,0.252249525,,55500.6
1,2018,10,2018-10,Violent Crimes,114,2.054031848,,55500.6
1,2018,11,2018-11,Drug-Related Crimes,3,0.05405347,,55500.6
1,2018,11,2018-11,Financial Crimes,23,0.414409934,,55500.6
1,2018,11,2018-11,Other Crimes,18,0.324320818,,55500.6
1,2018,11,2018-11,Property Crimes,142,2.558530899,,55500.6
1,2018,11,2018-11,Public Order Crimes,2,0.036035646,,55500.6
1,2018,11,2018-11,Sex-Related Crimes,6,0.108106939,,55500.6
1,2018,11,2018-11,Violent Crimes,85,1.531514975,,55500.6
1,2018,12,2018-12,Drug-Related Crimes,4,0.072071293,,55500.6
1,2018,12,2018-12,Financial Crimes,21,0.378374288,,55500.6
1,2018,12,2018-12,Other Crimes,14,0.252249525,,55500.6
1,2018,12,2018-12,Property Crimes,163,2.936905187,,55500.6
1,2018,12,2018-12,Public Order Crimes,7,0.126124763,,55500.6
1,2018,12,2018-12,Sex-Related Crimes,6,0.108106939,,55500.6
1,2018,12,2018-12,Violent Crimes,80,1.441425858,,55500.6
1,2019,1,2019-01,Drug-Related Crimes,7,0.125980171,,55564.3
1,2019,1,2019-01,Financial Crimes,21,0.377940512,,55564.3
1,2019,1,2019-01,Other Crimes,25,0.449929181,,55564.3
1,2019,1,2019-01,Property Crimes,141,2.537600582,,55564.3
1,2019,1,2019-01,Public Order Crimes,1,0.017997167,,55564.3
1,2019,1,2019-01,Sex-Related Crimes,5,0.089985836,,55564.3
1,2019,1,2019-01,Violent Crimes,92,1.655739387,,55564.3
1,2019,2,2019-02,Drug-Related Crimes,7,0.125980171,,55564.3
1,2019,2,2019-02,Financial Crimes,22,0.395937679,,55564.3
1,2019,2,2019-02,Other Crimes,26,0.467926348,,55564.3
1,2019,2,2019-02,Property Crimes,150,2.699575087,,55564.3
1,2019,2,2019-02,Public Order Crimes,4,0.071988669,,55564.3
1,2019,2,2019-02,Sex-Related Crimes,5,0.089985836,,55564.3
1,2019,2,2019-02,Violent Crimes,73,1.313793209,,55564.3
1,2019,3,2019-03,Drug-Related Crimes,6,0.107983003,,55564.3
1,2019,3,2019-03,Financial Crimes,30,0.539915017,,55564.3
1,2019,3,2019-03,Other Crimes,21,0.377940512,,55564.3
1,2019,3,2019-03,Property Crimes,151,2.717572254,,55564.3
1,2019,3,2019-03,Public Order Crimes,4,0.071988669,,55564.3
1,2019,3,2019-03,Sex-Related Crimes,11,0.19796884,,55564.3
1,2019,3,2019-03,Violent Crimes,89,1.601747885,,55564.3
1,2019,4,2019-04,Drug-Related Crimes,5,0.089985836,,55564.3
1,2019,4,2019-04,Financial Crimes,17,0.305951843,,55564.3
1,2019,4,2019-04,Other Crimes,17,0.305951843,,55564.3
1,2019,4,2019-04,Property Crimes,137,2.465611913,,55564.3
1,2019,4,2019-04,Public Order Crimes,6,0.107983003,,55564.3
1,2019,4,2019-04,Sex-Related Crimes,8,0.143977338,,55564.3
1,2019,4,2019-04,Violent Crimes,72,1.295796042,,55564.3
1,2019,5,2019-05,Drug-Related Crimes,3,0.053991502,,55564.3
1,2019,5,2019-05,Financial Crimes,17,0.305951843,,55564.3
1,2019,5,2019-05,Other Crimes,22,0.395937679,,55564.3
1,2019,5,2019-05,Property Crimes,223,4.013368296,,55564.3
1,2019,5,2019-05,Public Order Crimes,2,0.035994334,,55564.3
1,2019,5,2019-05,Sex-Related Crimes,11,0.19796884,,55564.3
1,2019,5,2019-05,Violent Crimes,121,2.177657237,,55564.3
1,2019,6,2019-06,Drug-Related Crimes,4,0.071988669,,55564.3
1,2019,6,2019-06,Financial Crimes,25,0.449929181,,55564.3
1,2019,6,2019-06,Other Crimes,20,0.359943345,,55564.3
1,2019,6,2019-06,Property Crimes,176,3.167501435,,55564.3
1,2019,6,2019-06,Public Order Crimes,6,0.107983003,,55564.3
1,2019,6,2019-06,Sex-Related Crimes,6,0.107983003,,55564.3
1,2019,6,2019-06,Violent Crimes,97,1.745725223,,55564.3
1,2019,7,2019-07,Drug-Related Crimes,16,0.287954676,,55564.3
1,2019,7,2019-07,Financial Crimes,20,0.359943345,,55564.3
1,2019,7,2019-07,Other Crimes,11,0.19796884,,55564.3
1,2019,7,2019-07,Property Crimes,234,4.211337136,,55564.3
1,2019,7,2019-07,Public Order Crimes,10,0.179971672,,55564.3
1,2019,7,2019-07,Sex-Related Crimes,4,0.071988669,,55564.3
1,2019,7,2019-07,Violent Crimes,93,1.673736554,,55564.3
1,2019,8,2019-08,Drug-Related Crimes,9,0.161974505,,55564.3
1,2019,8,2019-08,Financial Crimes,31,0.557912185,,55564.3
1,2019,8,2019-08,Other Crimes,14,0.251960341,,55564.3
1,2019,8,2019-08,Property Crimes,232,4.175342801,,55564.3
1,2019,8,2019-08,Public Order Crimes,5,0.089985836,,55564.3
1,2019,8,2019-08,Sex-Related Crimes,7,0.125980171,,55564.3
1,2019,8,2019-08,Violent Crimes,105,1.889702561,,55564.3
1,2019,9,2019-09,Drug-Related Crimes,12,0.215966007,,55564.3
1,2019,9,2019-09,Financial Crimes,26,0.467926348,,55564.3
1,2019,9,2019-09,Other Crimes,21,0.377940512,,55564.3
1,2019,9,2019-09,Property Crimes,217,3.905385292,,55564.3
1,2019,9,2019-09,Public Order Crimes,3,0.053991502,,55564.3
1,2019,9,2019-09,Sex-Related Crimes,9,0.161974505,,55564.3
1,2019,9,2019-09,Violent Crimes,92,1.655739387,,55564.3
1,2019,10,2019-10,Drug-Related Crimes,13,0.233963174,,55564.3
